GPX6_level01_chainA,GPX6_level02_chainA,GPX6_level03_chainA,GPX6_level04_chainA,GPX6_level05_chainA,GPX6_level06_chainA,GPX6_level07_chainA,GPX6_level08_chainA,GPX6_level09_chainA,GPX6_level10_chainA,GPX6_level11_chainA,GPX6_level12_chainA,GPX6_level13_chainA,GPX6_level14_chainA,GPX6_level15_chainA,GPX6_level16_chainA,GPX6_level17_chainA,GPX6_level18_chainA,GPX6_level19_chainA,GPX6_level01_chainA_2,GPX6_level02_chainA_2,GPX6_level03_chainA_2,GPX6_level04_chainA_2,GPX6_level05_chainA_2,GPX6_level06_chainA_2,GPX6_level07_chainA_2,GPX6_level08_chainA_2,GPX6_level09_chainA_2,GPX6_level10_chainA_2,GPX6_level11_chainA_2,GPX6_level12_chainA_2,GPX6_level13_chainA_2,GPX6_level14_chainA_2,GPX6_level15_chainA_2,GPX6_level16_chainA_2,GPX6_level17_chainA_2,GPX6_level18_chainA_2,GPX6_level19_chainA_2,GPX6_level20_chainA,Homo_sapiens,Mus_musculus,Callithrix_jacchus,Saimiri_boliviensis,Cavia_porcellus,Sus_scrofa,Equus_caballus,Tarsius_syrichta,Pan_troglodytes,Oryctolagus_cuniculus,Mesocricetus_auratus,Macaca_mulatta,Jaculus_jaculus,Ictidomys_tridecemlineatus,Felis_catus,Cricetulus_griseus,Bos_taurus,Rattus_norvegicus,Loxodonta_africana,Odobenus_rosmarus,Otolemur_garnettii,Dipodomys_ordii,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43
0.053045,0.048452,0.043266,0.038080,0.033191,0.027115,0.021633,0.016151,0.010965,0.006078,0.000000,0.005484,0.011549,0.017017,0.021311,0.026786,0.026786,0.031957,0.037408,0.168798,0.168798,0.164441,0.166173,0.170825,0.176367,0.170925,0.175985,0.175985,0.175072,0.181141,0.186038,0.190641,0.195830,0.201313,0.195944,0.190863,0.196942,0.202431,0.207272,0.059158,0.168856,0.152884,0.164638,0.171020,0.148267,0.138235,0.149185,0.066689,0.212147,0.191804,0.092620,0.163177,0.142385,0.169786,0.196320,0.151558,0.178355,0.175793,0.173875,0.190653,0.166497,0.130452,0.126412,0.109254,0.103829,0.104917,0.082392,0.076908,0.059440,0.142133,0.109254,0.109516,0.114218,0.108101,0.144137,0.154144,0.174958,0.109516,0.126412,0.126412,0.137413,0.135044
0.058527,0.053934,0.048748,0.043562,0.038673,0.032598,0.027115,0.021633,0.016447,0.011562,0.005484,0.000000,0.006071,0.011541,0.015836,0.021311,0.021311,0.026483,0.031938,0.174342,0.174342,0.169985,0.171715,0.176367,0.181910,0.176471,0.181497,0.181497,0.180555,0.186624,0.191521,0.196124,0.201313,0.206796,0.201431,0.196353,0.202431,0.207921,0.212760,0.064700,0.163349,0.158408,0.170185,0.176540,0.153780,0.143757,0.154732,0.072222,0.217657,0.186287,0.098157,0.168699,0.147907,0.175305,0.190807,0.157077,0.172840,0.181308,0.179391,0.196231,0.172081,0.135974,0.131934,0.114776,0.109356,0.110439,0.087925,0.082445,0.064980,0.147657,0.114776,0.115036,0.119742,0.113624,0.138624,0.148636,0.169441,0.115036,0.131934,0.131934,0.142933,0.140564
0.064543,0.059953,0.054771,0.049589,0.044704,0.038635,0.033158,0.027681,0.022500,0.017620,0.011549,0.006071,0.000000,0.005475,0.009770,0.015245,0.015245,0.020420,0.025879,0.193939,0.193939,0.189610,0.191309,0.195930,0.201430,0.196050,0.200909,0.200909,0.186459,0.192522,0.197415,0.202016,0.207201,0.212679,0.207322,0.202253,0.208324,0.213809,0.218642,0.064641,0.157255,0.153334,0.165077,0.171459,0.148717,0.138706,0.149637,0.072152,0.211558,0.181202,0.093130,0.168555,0.147769,0.170229,0.185722,0.152010,0.172695,0.176228,0.174305,0.191087,0.166948,0.130923,0.126884,0.109743,0.104325,0.105409,0.082909,0.077431,0.064920,0.142592,0.114669,0.114929,0.119631,0.113521,0.138503,0.148508,0.164373,0.114929,0.126884,0.126884,0.137874,0.135512
0.069977,0.065388,0.060210,0.055031,0.050147,0.044084,0.038610,0.033137,0.027958,0.023083,0.017017,0.011541,0.005475,0.000000,0.004294,0.009770,0.009770,0.014946,0.020409,0.188438,0.188438,0.184109,0.185809,0.190431,0.195930,0.190547,0.195439,0.195439,0.180982,0.187044,0.191937,0.196538,0.201723,0.207201,0.212679,0.207615,0.213682,0.219163,0.223993,0.070134,0.151749,0.158753,0.170513,0.165944,0.143209,0.133189,0.144095,0.077629,0.206048,0.175691,0.098599,0.163038,0.142252,0.164715,0.180214,0.146497,0.167186,0.170718,0.168793,0.185514,0.161370,0.125407,0.121368,0.104226,0.098803,0.099892,0.088380,0.082909,0.070411,0.148018,0.109152,0.109414,0.114113,0.108002,0.132995,0.143005,0.158861,0.109414,0.121368,0.121368,0.132359,0.129997
0.074271,0.069682,0.064503,0.059325,0.054441,0.048378,0.042904,0.037430,0.032252,0.027377,0.021311,0.015836,0.009770,0.004294,0.000000,0.005475,0.005475,0.010652,0.016116,0.184109,0.184109,0.188438,0.190138,0.194759,0.200259,0.194877,0.199745,0.199745,0.185290,0.191352,0.196245,0.200846,0.206031,0.211509,0.216987,0.211924,0.217992,0.223473,0.228302,0.074474,0.147418,0.163087,0.174868,0.170278,0.147540,0.137523,0.148451,0.081966,0.210380,0.180023,0.102937,0.167372,0.146587,0.169049,0.184545,0.150831,0.171518,0.175051,0.173126,0.189894,0.165752,0.129741,0.125702,0.108561,0.103139,0.104226,0.092716,0.087247,0.074750,0.152352,0.113486,0.113747,0.118448,0.112337,0.137326,0.147335,0.163194,0.113747,0.125702,0.125702,0.136693,0.134331
0.079744,0.075156,0.069977,0.064798,0.059915,0.053851,0.048378,0.042904,0.037725,0.032852,0.026786,0.021311,0.015245,0.009770,0.005475,0.000000,0.000000,0.005180,0.010649,0.178661,0.178661,0.182991,0.184695,0.189317,0.194818,0.189431,0.194334,0.194334,0.179864,0.185929,0.190823,0.195424,0.200611,0.206091,0.211570,0.206503,0.212573,0.218055,0.222887,0.080007,0.141952,0.163677,0.175460,0.169441,0.142076,0.128597,0.153993,0.087489,0.204928,0.174562,0.108464,0.161901,0.146040,0.169097,0.179088,0.150285,0.166053,0.170474,0.167665,0.189351,0.165201,0.124262,0.120223,0.103076,0.097647,0.109743,0.098240,0.092774,0.080281,0.152943,0.108002,0.108265,0.112963,0.106851,0.131856,0.141872,0.157727,0.108265,0.120223,0.120223,0.131219,0.128854
0.079744,0.075156,0.069977,0.064798,0.059915,0.053851,0.048378,0.042904,0.037725,0.032852,0.026786,0.021311,0.015245,0.009770,0.005475,0.000000,0.000000,0.005153,0.010594,0.158112,0.158112,0.162447,0.164173,0.168802,0.174317,0.168899,0.173949,0.173949,0.178936,0.184969,0.189838,0.194416,0.199576,0.205027,0.210478,0.205437,0.211475,0.216930,0.221736,0.085610,0.141215,0.162828,0.174546,0.168561,0.141340,0.127929,0.153190,0.087035,0.203864,0.173655,0.107900,0.161059,0.145282,0.168218,0.178158,0.149505,0.165190,0.169589,0.166795,0.188355,0.164333,0.123617,0.119599,0.102541,0.097139,0.109174,0.097730,0.092292,0.079863,0.152150,0.107442,0.107703,0.112376,0.106295,0.131171,0.141136,0.156908,0.107703,0.119599,0.119599,0.130538,0.128185
0.084898,0.080310,0.075133,0.069956,0.065073,0.059012,0.053540,0.048068,0.042891,0.038020,0.031957,0.026483,0.020420,0.014946,0.010652,0.005180,0.005153,0.000000,0.005444,0.152891,0.152891,0.157226,0.158953,0.163582,0.169097,0.163676,0.168758,0.168758,0.173776,0.179809,0.184678,0.189256,0.194416,0.199867,0.205318,0.200274,0.206312,0.211767,0.216575,0.090786,0.136028,0.163072,0.174786,0.173705,0.146483,0.133085,0.158360,0.092206,0.208995,0.168464,0.113068,0.155863,0.145532,0.173362,0.172970,0.154652,0.160000,0.174728,0.171935,0.193550,0.164583,0.128773,0.124756,0.107703,0.102308,0.114333,0.102898,0.097465,0.085043,0.152396,0.112603,0.112863,0.107179,0.101098,0.125983,0.135952,0.151716,0.112863,0.124756,0.124756,0.135690,0.133340
0.090316,0.085730,0.080556,0.075381,0.070501,0.064444,0.058976,0.053508,0.048333,0.043467,0.037408,0.031938,0.025879,0.020409,0.016116,0.010649,0.010594,0.005444,0.000000,0.147374,0.147374,0.151709,0.153438,0.158067,0.163582,0.169097,0.174142,0.174142,0.179124,0.185153,0.190019,0.194595,0.199752,0.205200,0.210648,0.205609,0.211643,0.217095,0.221899,0.096225,0.130549,0.157587,0.169278,0.168218,0.141004,0.127597,0.152848,0.097640,0.203514,0.162979,0.118493,0.150373,0.140044,0.167877,0.167489,0.149167,0.154517,0.169247,0.166452,0.188006,0.159034,0.123285,0.119268,0.102215,0.096815,0.108846,0.097405,0.102898,0.090490,0.146912,0.107115,0.107377,0.101688,0.095607,0.120502,0.130476,0.146232,0.107377,0.119268,0.119268,0.130204,0.127853
0.215665,0.211012,0.206359,0.201114,0.196164,0.190029,0.184487,0.178945,0.173699,0.168798,0.168798,0.174342,0.193939,0.188438,0.184109,0.178661,0.158112,0.152891,0.147374,0.000000,0.000000,0.004341,0.010767,0.015405,0.020937,0.026470,0.026470,0.026470,0.026470,0.032599,0.037535,0.042173,0.047408,0.052940,0.058473,0.063707,0.069836,0.075369,0.080281,0.222794,0.005563,0.231170,0.241628,0.223610,0.195868,0.197367,0.233451,0.224141,0.234906,0.111966,0.216144,0.179732,0.200154,0.216818,0.122380,0.218835,0.060146,0.229264,0.216022,0.233058,0.172531,0.192713,0.188652,0.183107,0.183209,0.195275,0.199205,0.204752,0.217085,0.231402,0.178205,0.178205,0.161995,0.155846,0.068067,0.020737,0.099948,0.178205,0.188652,0.188652,0.199687,0.197313
0.215665,0.211012,0.206359,0.201114,0.196164,0.190029,0.184487,0.178945,0.173699,0.168798,0.168798,0.174342,0.193939,0.188438,0.184109,0.178661,0.158112,0.152891,0.147374,0.000000,0.000000,0.004341,0.010767,0.015405,0.020937,0.026470,0.026470,0.026470,0.026470,0.032599,0.037535,0.042173,0.047408,0.052940,0.058473,0.063707,0.069836,0.075369,0.080281,0.222794,0.005563,0.231170,0.241628,0.223610,0.195868,0.197367,0.233451,0.224141,0.235100,0.111966,0.216144,0.179732,0.200154,0.216818,0.122380,0.218835,0.060146,0.229264,0.216022,0.233058,0.172531,0.192713,0.188652,0.183107,0.183209,0.195275,0.199205,0.204752,0.217085,0.231402,0.178205,0.178205,0.161995,0.155846,0.068067,0.020737,0.099948,0.178205,0.188652,0.188652,0.199687,0.197313
0.211308,0.206656,0.202003,0.196757,0.191808,0.185673,0.180131,0.174589,0.169343,0.164441,0.164441,0.169985,0.189610,0.184109,0.188438,0.182991,0.162447,0.157226,0.151709,0.004341,0.004341,0.000000,0.006427,0.011065,0.016598,0.022130,0.022130,0.022130,0.022130,0.028259,0.033195,0.037833,0.043068,0.048600,0.054133,0.059367,0.065496,0.071029,0.075942,0.218439,0.009927,0.226813,0.237250,0.219253,0.191512,0.193010,0.229072,0.219788,0.230744,0.107604,0.211786,0.175372,0.195795,0.212461,0.118020,0.214479,0.055783,0.224908,0.211665,0.228653,0.168125,0.188355,0.184295,0.178749,0.178850,0.190919,0.194847,0.200394,0.212729,0.227045,0.173847,0.173847,0.157635,0.151486,0.063706,0.016375,0.095586,0.173847,0.184295,0.184295,0.195330,0.192957
0.213025,0.208373,0.203722,0.198477,0.193529,0.187397,0.181856,0.176316,0.171072,0.166173,0.166173,0.171715,0.191309,0.185809,0.190138,0.184695,0.164173,0.158953,0.153438,0.010767,0.010767,0.006427,0.000000,0.004638,0.010171,0.015703,0.015703,0.015703,0.015703,0.021832,0.026768,0.031406,0.036641,0.042173,0.047706,0.052940,0.059069,0.064602,0.069517,0.220148,0.016380,0.228528,0.238962,0.225563,0.193233,0.194737,0.230790,0.221492,0.237040,0.113992,0.213508,0.181720,0.202120,0.214182,0.124394,0.216196,0.062210,0.237106,0.213383,0.230391,0.174541,0.190083,0.186023,0.180479,0.180583,0.192641,0.196574,0.202120,0.214443,0.228758,0.180183,0.180183,0.163988,0.157844,0.070119,0.022815,0.101983,0.180183,0.186023,0.186023,0.197054,0.194682
0.208373,0.213025,0.208373,0.203129,0.198181,0.192049,0.186508,0.180968,0.175724,0.170825,0.170825,0.176367,0.195930,0.190431,0.194759,0.189317,0.168802,0.163582,0.158067,0.015405,0.015405,0.011065,0.004638,0.000000,0.005533,0.011065,0.011065,0.011065,0.011065,0.017194,0.022130,0.026768,0.032003,0.037535,0.043068,0.048302,0.054431,0.059964,0.064880,0.215498,0.021042,0.233180,0.239259,0.225860,0.193529,0.195034,0.231087,0.221786,0.237335,0.118652,0.213805,0.182018,0.202417,0.218835,0.129051,0.216493,0.066871,0.237402,0.213680,0.230691,0.174842,0.190380,0.186320,0.180776,0.180881,0.192937,0.196871,0.202417,0.214739,0.229054,0.180479,0.180479,0.164286,0.158141,0.074778,0.027474,0.106643,0.180479,0.186320,0.186320,0.197350,0.194979
0.213914,0.218566,0.213914,0.208670,0.203722,0.197589,0.192049,0.186508,0.181264,0.176367,0.176367,0.181910,0.201430,0.195930,0.200259,0.194818,0.174317,0.169097,0.163582,0.020937,0.020937,0.016598,0.010171,0.005533,0.000000,0.005536,0.005536,0.005536,0.005536,0.011670,0.016608,0.021248,0.026486,0.032022,0.037558,0.042795,0.048929,0.054465,0.059385,0.221033,0.026602,0.232423,0.244825,0.231402,0.199070,0.200578,0.236655,0.227318,0.231929,0.124209,0.219351,0.187567,0.207962,0.224377,0.134602,0.222033,0.072429,0.242941,0.219222,0.236296,0.180450,0.195924,0.191864,0.186320,0.186428,0.198477,0.202417,0.207962,0.220277,0.234594,0.186023,0.186023,0.169835,0.163690,0.080332,0.033028,0.112200,0.186023,0.191864,0.191864,0.202892,0.200521
0.208495,0.213149,0.208495,0.203248,0.198298,0.192160,0.186617,0.181073,0.175826,0.170925,0.170925,0.176471,0.196050,0.190547,0.194877,0.189431,0.168899,0.163676,0.169097,0.026470,0.026470,0.022130,0.015703,0.011065,0.005536,0.000000,0.000000,0.000000,0.000000,0.006139,0.011079,0.015721,0.020961,0.026501,0.032041,0.037281,0.043420,0.048959,0.053884,0.215626,0.032161,0.237969,0.250391,0.236944,0.204610,0.206121,0.242223,0.221919,0.237469,0.129765,0.213930,0.193116,0.213508,0.229919,0.140153,0.227573,0.077987,0.248479,0.224764,0.241900,0.186058,0.201468,0.197408,0.191864,0.191975,0.204018,0.207962,0.202535,0.214866,0.240135,0.191567,0.191567,0.175384,0.169240,0.085887,0.038583,0.117756,0.191567,0.197408,0.197408,0.208434,0.206063
0.207997,0.212626,0.207407,0.202187,0.197263,0.191157,0.185642,0.180127,0.174907,0.170032,0.175985,0.181497,0.200909,0.195439,0.199745,0.194334,0.173949,0.168758,0.174142,0.026470,0.026470,0.022130,0.015703,0.011065,0.005536,0.000000,0.000000,0.000000,0.000000,0.006107,0.011022,0.015639,0.020852,0.026363,0.031874,0.037087,0.043193,0.048704,0.053603,0.215091,0.038084,0.237544,0.249890,0.241514,0.204366,0.205340,0.241544,0.221351,0.241446,0.135126,0.213405,0.192402,0.212688,0.228949,0.145448,0.226974,0.083632,0.241898,0.224181,0.246588,0.185374,0.201006,0.196967,0.191452,0.191564,0.203543,0.207467,0.202068,0.214334,0.239696,0.191157,0.191397,0.174763,0.168651,0.091474,0.044458,0.123188,0.191397,0.196967,0.196967,0.207936,0.205576
0.207997,0.212626,0.207407,0.202187,0.197263,0.191157,0.185642,0.180127,0.174907,0.170032,0.175985,0.181497,0.200909,0.195439,0.199745,0.194334,0.173949,0.168758,0.174142,0.026470,0.026470,0.022130,0.015703,0.011065,0.005536,0.000000,0.000000,0.000000,0.000000,0.006066,0.010951,0.015540,0.020720,0.026196,0.031671,0.036851,0.042917,0.048392,0.053261,0.220948,0.045096,0.243277,0.255546,0.247222,0.210291,0.211278,0.247266,0.227160,0.246860,0.141514,0.219294,0.198437,0.218578,0.234155,0.151469,0.232768,0.090357,0.247595,0.229989,0.252327,0.191512,0.206969,0.202953,0.197473,0.197590,0.209478,0.213389,0.208031,0.220203,0.245401,0.197181,0.197415,0.180901,0.174829,0.098137,0.051417,0.129656,0.197415,0.202953,0.202953,0.213848,0.211509
0.206917,0.211522,0.206329,0.201137,0.196238,0.190164,0.184678,0.179191,0.173999,0.169149,0.175072,0.180555,0.186459,0.180982,0.185290,0.179864,0.178936,0.173776,0.179124,0.026470,0.026470,0.022130,0.015703,0.011065,0.005536,0.000000,0.000000,0.000000,0.000000,0.006035,0.010894,0.015460,0.020613,0.026061,0.031508,0.036661,0.042696,0.048143,0.052987,0.219809,0.050860,0.246890,0.259112,0.250814,0.214073,0.215056,0.250875,0.225990,0.251401,0.145659,0.223034,0.197411,0.217450,0.237812,0.155559,0.236434,0.089890,0.251182,0.233671,0.255927,0.195435,0.210770,0.206775,0.201323,0.201441,0.213264,0.217158,0.211829,0.219068,0.249001,0.196163,0.196397,0.179967,0.173926,0.097631,0.051152,0.133861,0.196397,0.206775,0.206775,0.217613,0.215285
0.212991,0.217596,0.212403,0.207211,0.202312,0.196238,0.190752,0.185265,0.180073,0.175225,0.181141,0.186624,0.192522,0.187044,0.191352,0.185929,0.184969,0.179809,0.185153,0.032599,0.032599,0.028259,0.021832,0.017194,0.011670,0.006139,0.006107,0.006066,0.006035,0.000000,0.004863,0.009431,0.014589,0.020041,0.025494,0.030651,0.036693,0.042146,0.046995,0.225836,0.056901,0.252923,0.265165,0.252269,0.209498,0.210478,0.252335,0.232013,0.251615,0.151704,0.224494,0.203451,0.223486,0.239266,0.161597,0.231858,0.095935,0.246608,0.235126,0.257395,0.201538,0.206192,0.202197,0.202780,0.202900,0.214718,0.218616,0.213289,0.225100,0.255029,0.202197,0.202428,0.186007,0.179967,0.103671,0.057193,0.139906,0.202428,0.202197,0.202197,0.213037,0.216740
